Tweet.Text,Tweet.CreatedAt,Tweet.EditHistoryTweetsId,Tweet.InReplyToUserId,Tweet.ReferencedTweetsType,Tweet.ContextAnnotations.Domain.Id,Tweet.ContextAnnotations.Domain.Name,Tweet.ContextAnnotations.Entity.Id,Tweet.ContextAnnotations.Entity.Name,Tweet.PublicMetrics.RetweetCount,Tweet.PublicMetrics.ReplyCount,Tweet.PublicMetrics.LikeCount,Tweet.PublicMetrics.QuoteCount,Tweet.PublicMetrics.ImpressionCount,Tweet.Entities.Hashtags,Tweet.Withheld.Copyright,Tweet.Withheld.CountryCodes,Tweet.Withheld.Scope,Tweet.Lang,Tweet.ReplySettings,Tweet.PossiblySensitive,Tweet.EditControls.EditsRemaining,Tweet.EditControls.IsEditEligible,Tweet.EditControls.EditableUntil,User.CreatedAt,User.Name,User.Username,User.Url,User.Location,User.ProfileImageURL,User.VerifiedType,User.PublicMetrics.FollowersCount,User.PublicMetrics.FollowingCount,User.PublicMetrics.TweetCount,User.PublicMetrics.ListedCount,User.Description,User.Protected,User.Verified,User.Trusted
"Mandando ver no ovo de páscoa e no chocolatinho hoje? Se sim, esse link é para você =&gt; https://t.co/JYCtc6jErj #g1",2023-09-04,1645094217541140480,,,;29;47;119;131;69;131;6;29;83,;Events [Entity Service];Brand;Holiday;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy;Sports Event;Events [Entity Service];Cricket Match,;1372917575357591554;920731680242991104;1372917575357591554;1372917575357591554;840159616101044224;840159616101044224;1631808186574417920;1631808186574417920;1631808186574417920,;Easter;Portal g1;Easter;Easter;World news;World news;Chennai Super Kings vs Lucknow Super Giants;Chennai Super Kings vs Lucknow Super Giants;Chennai Super Kings vs Lucknow Super Giants,7,4,106,2,73119,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
As buscas pelo segundo desaparecido permanecem https://t.co/GtTZFrHlEs #g1,2023-09-04,1645086666485547013,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,3,2,62,0,39657,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Adolescente de São Paulo participou de reality show em 2021 e de musicais https://t.co/TXbrOylVJF #g1,2023-09-04,1645079128918609925,,,;46;47;87;131;131;131;131;69;69;131;131,;Business Taxonomy;Brand;Movie Genre;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;News Vertical;Unified Twitter Taxonomy;Unified Twitter Taxonomy,;1557696802391859201;920731680242991104;1276514328007467008;847523721065537536;1072937043393560576;1072937043393560576;1276514328007467008;840159616101044224;1192882051944333313;840159616101044224;1192882051944333313,;Entertainment & Leisure Business;Portal g1;Movies & TV;Reality TV;Television;Television;Movies & TV;World news;Brazil national news;World news;Brazil national news,7,1,94,1,45894,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Mais de 60 cidades estão em emergência no Maranhão por causa das chuvas. Estado tem inundações, áreas com risco de deslizamento e comunidades isoladas https://t.co/Smt1UXnSFU #g1",2023-09-04,1645071118548762625,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,11,11,201,0,46497,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Onde estão os ovos? Será que você consegue descobrir? Teste sua capacidade de observação buscando os 🥚🥚🥚 espalhados pela Coelholândia! Achou um? Aprenda uma curiosidade sobre a Páscoa =&gt; https://t.co/phuHznTBSX #g1 https://t.co/dnrrtGyyKn,2023-09-04,1645064029528895491,,,;29;46;47;119;131;69;131,;Events [Entity Service];Business Taxonomy;Brand;Holiday;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;1372917575357591554;1557696940178935808;920731680242991104;1372917575357591554;1372917575357591554;840159616101044224;840159616101044224,;Easter;Gaming Business;Portal g1;Easter;Easter;World news;World news,1,2,25,0,71634,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
A pesquisa mostra que o apoio a privatizações cresceu https://t.co/WiHOf5yXpc #g1,2023-09-04,1645056468578865159,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,27,144,7,66604,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Moradores ouviram uma explosão. Há feridos https://t.co/yU4C2RqiHj #g1,2023-09-04,1645048917833179138,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,11,13,257,0,84834,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Dados obtidos com exclusividade pelo g1 mostram queda de punição durante o governo Witzel https://t.co/0OE9VGAWUv #g1,2023-09-04,1645041370548109313,,,;10;35;47;131;131;131;131;131;69;69;131;131,;Person;Politician;Brand;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;News Vertical;Unified Twitter Taxonomy;Unified Twitter Taxonomy,;1029776827823222785;1029776827823222785;920731680242991104;847878884917886977;1029776827823222785;1070032753834438656;1455305940291375106;1518653237720625152;840159616101044224;1192882051944333313;840159616101044224;1192882051944333313,;Wilson José Witzel;Wilson José Witzel;Portal g1;Politics;Wilson José Witzel;Political figures;Brazil politics;Brazil political figures;World news;Brazil national news;World news;Brazil national news,15,11,229,1,85854,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Movimentação no Galeão caiu cerca de 65% em 8 anos. Já o Santos Dumont vem operando perto de sua capacidade máxima https://t.co/QtW13e8yB6 #g1,2023-09-04,1645033831148167169,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,6,18,237,5,89961,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Um estudo recente concluiu que os adultos norte-americanos consultam seus celulares, em média, 344 vezes por dia https://t.co/r3su5uKuEc #g1",2023-09-04,1645026270147907584,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,6,4,75,1,47712,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
O auxiliar de farmácia André Arcanjo considera ter sido vítima de racismo https://t.co/KgxmQv4MYt #g1,2023-09-04,1645018723789467649,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,12,8,329,1,102588,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Chocolate, bala, bombom, cílios postiços, batom, lenço umedecido, brinco, colar, escova de cabelo, carregador de celular, caneta, pilha, protetor solar e guarda-chuva estão entre os itens disponíveis https://t.co/xcA12cnMc4 #g1",2023-09-04,1645011170603188224,,,;46;46;47;65;65;66;67;131;131;131;131;173;173;65;66;67;67;67;131;131;173;173;69;131,;Business Taxonomy;Business Taxonomy;Brand;Interests and Hobbies Vertical;Interests and Hobbies Vertical;Interests and Hobbies Category;Interests and Hobbies;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Product Taxonomy;Product Taxonomy;Interests and Hobbies Vertical;Interests and Hobbies Category;Interests and Hobbies;Interests and Hobbies;Interests and Hobbies;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Product Taxonomy;Product Taxonomy;News Vertical;Unified Twitter Taxonomy,;1557696505548394496;1557697378571808768;920731680242991104;850395585941086209;1256236649253449729;855107826351357952;1400874108556955657;850395585941086209;855107826351357952;855442035314089988;1400874108556955657;855107826351357952;1400874108556955657;850395585941086209;855442035314089988;855109058793160704;855445937707040768;856592192277590017;855109058793160704;856592192277590017;855109058793160704;855445937707040768;840159616101044224;840159616101044224,";Beauty, Cosmetic & Personal Care Business;Textile, Apparel & Luxury Good Business;Portal g1;Beauty;Fashion & beauty;Skin care;Eye makeup;Beauty;Skin care;Makeup;Eye makeup;Skin care;Eye makeup;Beauty;Makeup;Sunscreen;Lipstick;Fake lashes and extensions;Sunscreen;Fake lashes and extensions;Sunscreen;Lipstick;World news;World news",16,37,404,3,109605,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Secretaria da Segurança Pública disse que polícia faz buscas para localizar os suspeitos https://t.co/U2CtdrL1x1 #g1,2023-09-04,1645003624915910658,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,10,11,154,2,84904,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Imagens mostram flagrantes do trânsito de aeronaves usadas na extração ilegal de minério em pistas de pouso clandestinas no território==&gt; https://t.co/CWVGnVnoYW,2023-09-04,1644878041888309248,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,13,13,267,0,93854,,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"RT @jornalnacional: Novas imagens, obtidas com exclusividade pelo #JN, mostram ação ilegal de garimpeiros na Terra Indígena Yanomami. Duas…",2023-09-04,1644872568048951296,,,;3;47;69;131,;TV Shows;Brand;News Vertical;Unified Twitter Taxonomy,;10028356550;920731680242991104;840159616101044224;840159616101044224,;Jornal Nacional;Portal g1;World news;World news,20,0,0,0,0,;JN,false,,,pt,everyone,false,5,false,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Balanço revela que mais de 5 mil estudantes, a grande maioria garotas, já foram intoxicadas nos casos de envenenamento em escolas desde novembro do ano passado https://t.co/WWV9x1B02h #g1",2023-09-04,1644867726035537920,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,7,3,92,0,51286,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Vizinhos resgataram o bebê, que estava chorando muito https://t.co/gVP3OZRH2H #g1",2023-09-04,1644860174338002944,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,12,7,142,2,59125,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Outros grupos que investigam crimes cibernéticos no Brasil se colocaram à disposição para auxiliar nas apurações https://t.co/i2JjqMkrib #g1,2023-09-04,1644852632589316097,,,;47;69;69;131;131,;Brand;News Vertical;News Vertical;Unified Twitter Taxonomy;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;1192882051944333313;840159616101044224;1192882051944333313,;Portal g1;World news;Brazil national news;World news;Brazil national news,7,0,80,1,51307,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
O sortudo foi você? Veja os números sorteados ==&gt; https://t.co/dSPri1jPBt #g1 #MegaSena,2023-08-04,1644851216789192704,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,4,4,35,1,53345,;g1;MegaSena,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Cúpula acontece entre 19 e 21 de maio https://t.co/veneGOUcMd #g1,2023-08-04,1644845075950870529,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,7,4,125,0,46499,;g1,false,,,pt,everyone,false,5,true,2023-09-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Atividades fazem parte de exercícios militares anunciados por Pequim após encontro entre parlamentar americano e presidente taiwanesa https://t.co/CcAuzmWvsz #g1,2023-08-04,1644837528401485824,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,5,0,59,0,42792,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"O professor, que foi o disseminador do braile no país, completaria 189 anos neste sábado https://t.co/kBZdafhDPf #g1",2023-08-04,1644829976234176512,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,13,4,180,1,47131,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Família disse que a panela era nova e tinha sido usada poucas vezes https://t.co/BOolFq96XK #g1,2023-08-04,1644822428214779905,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,16,20,331,6,131272,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"O país nunca investiu tanto em medidas para aumentar a segurança escolar, mas os massacres em escolas e universidades não param de crescer https://t.co/YKm2Yh0apv #g1",2023-08-04,1644814875783475200,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,8,13,90,2,51391,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Ao g1, ele relatou que tudo começou como uma brincadeira https://t.co/6WbSoegUh0 #g1",2023-08-04,1644807328326385665,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,5,2,84,5,48543,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Nas imagens, criança aparece sem proteção https://t.co/eXzh5Zh0AM #g1",2023-08-04,1644799776313966594,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,2,51,0,47504,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Perdeu algum episódio de O Assunto? Aproveite o fim de semana para maratonar https://t.co/5TBtqXhyVs #g1 https://t.co/0OddxBZFQN,2023-08-04,1644792228848730114,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,0,0,28,0,38120,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Criminosos abordaram a vítima se passando por policiais e mostrando distintivos https://t.co/DCceYIhbyX #g1,2023-08-04,1644784676547223552,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,3,3,78,0,47137,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Nova lei garante atendimento 24 horas, inclusive em feriados e fins de semana https://t.co/1QO5K6qYek #g1",2023-08-04,1644777133309566976,,,;47;119;131;131;69;131,;Brand;Holiday;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;920731680242991104;847548225712119808;847548225712119808;1436053202835689485;840159616101044224;840159616101044224,;Portal g1;Holidays;Holidays;Events;World news;World news,13,3,110,0,41257,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
O tutor sofreu ferimentos leves e já recebeu alta https://t.co/vz4YYqIE6q #g1,2023-08-04,1644769578319482882,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,22,11,439,4,68928,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Quanto mais cacau, melhor https://t.co/O3kCHmA3rS #g1",2023-08-04,1644762032476962817,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,11,4,98,2,41716,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
https://t.co/rmj1q9jFfZ #g1,2023-08-04,1644759145466286081,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,1,0,22,0,36647,;g1,false,,,qme,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Em 2023, chocolate em ovo tem preço 4 vezes maior que a mesma quantidade em barra. Vídeo explica que, muito além da simbologia, há por trás disso razões logísticas; assista https://t.co/3yTxj6CeMv #g1",2023-08-04,1644754478674083842,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,7,43,7,40524,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Vírus sincicial respiratório é mais frequente no outono e no inverno e pode ser fatal em bebês, crianças e idosos https://t.co/L9w6LYxd6a #g1",2023-08-04,1644746930461736961,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,12,1,136,0,55470,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Escritora tinha linfoma de Hodgkin, um tipo de câncer no sistema linfático https://t.co/fNMo7SBXLo #g1",2023-08-04,1644743750894198785,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,4,62,1,40103,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Robô conversador se inspira em obras que já existem para criar novos textos. Com isso, inteligência artificial tem criado problema complexo de direitos autorais; entenda no Semana Pop https://t.co/Xue8DG0lBW #g1",2023-08-04,1644739380517703680,,,;46;47;131;165;69;131,;Business Taxonomy;Brand;Unified Twitter Taxonomy;Technology;News Vertical;Unified Twitter Taxonomy,;1557697333571112960;920731680242991104;848920371311001600;848920371311001600;840159616101044224;840159616101044224,;Technology Business;Portal g1;Technology;Technology;World news;World news,3,6,54,4,48713,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Batizada de Noor Jehan, a fêmea africana pesa 3,5 toneladas e tem uma série de outros problemas de saúde que estão sendo tratados https://t.co/G78PNBEo0y #g1",2023-08-04,1644731838232166400,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,3,1,97,0,36485,;g1,false,,,pt,everyone,false,5,true,2023-08-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
